x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz
0.010000        1.00000        1.00001        1.00001        0.99994        1.00000       -0.00991       -0.01000       -0.01000       -0.01000
0.010163        1.00000        1.00000        1.00001        0.99994        1.00000       -0.01008       -0.01016       -0.01016       -0.01016
0.010328        0.99999        1.00000        1.00001        0.99994        1.00000       -0.01024       -0.01033       -0.01033       -0.01033
0.010496        0.99998        0.99999        1.00001        0.99994        1.00000       -0.01041       -0.01050       -0.01050       -0.01050
0.010667        0.99998        0.99999        1.00001        0.99994        1.00000       -0.01058       -0.01067       -0.01067       -0.01067
0.010840        0.99997        0.99998        1.00001        0.99995        1.00000       -0.01075       -0.01084       -0.01084       -0.01084
0.011016        0.99997        0.99998        1.00001        0.99995        1.00000       -0.01092       -0.01102       -0.01102       -0.01102
0.011196        0.99996        0.99997        1.00001        0.99995        1.00000       -0.01110       -0.01120       -0.01120       -0.01120
0.011378        0.99995        0.99997        1.00001        0.99995        1.00000       -0.01128       -0.01138       -0.01138       -0.01138
0.011563        0.99995        0.99996        1.00001        0.99995        1.00000       -0.01146       -0.01156       -0.01156       -0.01156
0.011751        0.99994        0.99995        1.00001        0.99996        1.00000       -0.01165       -0.01175       -0.01175       -0.01175
0.011942        0.99993        0.99995        1.00002        0.99996        1.00000       -0.01184       -0.01194       -0.01194       -0.01194
0.012136        0.99993        0.99994        1.00002        0.99996        1.00000       -0.01203       -0.01214       -0.01214       -0.01214
0.012334        0.99992        0.99994        1.00002        0.99996        1.00000       -0.01223       -0.01233       -0.01233       -0.01233
0.012534        0.99991        0.99993        1.00002        0.99996        1.00000       -0.01243       -0.01253       -0.01253       -0.01253
0.012738        0.99991        0.99992        1.00002        0.99997        1.00000       -0.01263       -0.01274       -0.01274       -0.01274
0.012945        0.99990        0.99992        1.00002        0.99997        1.00000       -0.01283       -0.01294       -0.01294       -0.01294
0.013156        0.99989        0.99991        1.00002        0.99997        1.00000       -0.01304       -0.01316       -0.01316       -0.01316
0.013370        0.99988        0.99990        1.00002        0.99997        1.00000       -0.01326       -0.01337       -0.01337       -0.01337
0.013587        0.99988        0.99990        1.00002        0.99997        1.00000       -0.01347       -0.01359       -0.01359       -0.01359
0.013808        0.99987        0.99989        1.00002        0.99998        1.00000       -0.01369       -0.01381       -0.01381       -0.01381
