x               rho            P              T              ur             uphi           uz             Br             Bphi           Bz
0.010000        0.99998        1.00000        1.00002        0.99994        1.00000       -0.01000       -0.01000       -0.01000       -0.01000
0.010163        0.99997        0.99999        1.00002        0.99994        0.99999       -0.01016       -0.01016       -0.01016       -0.01016
0.010328        0.99994        0.99996        1.00002        0.99993        0.99999       -0.01032       -0.01033       -0.01033       -0.01033
0.010496        0.99991        0.99993        1.00002        0.99992        0.99998       -0.01049       -0.01050       -0.01050       -0.01050
0.010667        0.99988        0.99990        1.00002        0.99992        0.99997       -0.01066       -0.01067       -0.01067       -0.01067
0.010840        0.99985        0.99987        1.00002        0.99991        0.99997       -0.01083       -0.01084       -0.01084       -0.01084
0.011016        0.99982        0.99984        1.00002        0.99991        0.99996       -0.01101       -0.01102       -0.01102       -0.01102
0.011196        0.99978        0.99981        1.00002        0.99990        0.99995       -0.01119       -0.01119       -0.01119       -0.01119
0.011378        0.99975        0.99977        1.00002        0.99989        0.99995       -0.01137       -0.01138       -0.01138       -0.01138
0.011563        0.99972        0.99974        1.00002        0.99989        0.99994       -0.01156       -0.01156       -0.01156       -0.01156
0.011751        0.99968        0.99971        1.00003        0.99988        0.99993       -0.01174       -0.01175       -0.01175       -0.01175
0.011942        0.99965        0.99967        1.00003        0.99987        0.99992       -0.01194       -0.01194       -0.01194       -0.01194
0.012136        0.99961        0.99964        1.00003        0.99987        0.99992       -0.01213       -0.01213       -0.01213       -0.01213
0.012334        0.99958        0.99960        1.00003        0.99986        0.99991       -0.01233       -0.01233       -0.01233       -0.01233
0.012534        0.99954        0.99957        1.00003        0.99985        0.99990       -0.01253       -0.01253       -0.01253       -0.01253
0.012738        0.99950        0.99953        1.00003        0.99985        0.99989       -0.01273       -0.01273       -0.01273       -0.01273
0.012945        0.99946        0.99949        1.00003        0.99984        0.99988       -0.01294       -0.01294       -0.01294       -0.01294
0.013156        0.99943        0.99946        1.00003        0.99983        0.99988       -0.01315       -0.01315       -0.01315       -0.01315
0.013370        0.99939        0.99942        1.00003        0.99982        0.99987       -0.01336       -0.01337       -0.01337       -0.01337
0.013587        0.99935        0.99938        1.00003        0.99982        0.99986       -0.01358       -0.01358       -0.01358       -0.01358
